Id,PostTypeId,CreationDate,Score,Viewcount,Tags,AnswerCount,FavoriteCount
"45960","1","2019-02-21 14:38:33","2","1251","<computer-vision><3d-reconstruction>","2","1"
"45963","1","2019-02-21 14:51:23","3","944","<classification><regression><algorithms>","0",""
"45964","1","2019-02-21 15:09:01","3","495","<machine-learning><.net>","2","1"
"45965","1","2019-02-21 15:24:11","1","37","<machine-learning><python><neural-network>","0",""
"45968","1","2019-02-21 16:03:39","1","28","<dataset><cnn>","1",""
"45969","1","2019-02-21 16:25:05","1","33","<machine-learning><deep-learning><keras><autoencoder>","1","0"
"45970","1","2019-02-21 16:43:29","1","165","<machine-learning><r><random-forest><predictor-importance>","1",""
"45971","1","2019-02-21 16:51:53","1","1435","<python><neural-network><keras><nlp>","0",""
"45974","1","2019-02-21 18:39:20","4","2318","<classification><evaluation><binary>","1","2"
"45982","1","2019-02-21 21:13:13","2","319","<python><deep-learning><keras><lstm><rnn>","1",""
"55058","1","2019-07-04 14:57:27","0","17","<nlp>","0",""
"55060","1","2019-07-04 14:58:36","1","57","<python><keras>","1","1"
"55063","1","2019-07-04 15:00:06","0","109","<machine-learning><feature-selection><data-science-model><features>","2","1"
"55066","1","2019-07-04 15:30:20","1","455","<machine-learning><python><preprocessing><pca>","2",""
"55067","1","2019-07-04 15:42:01","0","40","<neural-network><deep-learning><similarity>","0",""
"55068","1","2019-07-04 15:46:07","0","4","<neural-network><optimization><recurrent-neural-net>","0",""
"55072","1","2019-07-04 16:22:07","0","9","<machine-learning><statistics><feature-selection><correlation><features>","0",""
"55081","1","2019-07-04 16:50:25","0","12","<deep-learning><keras><tensorflow><convnet>","0",""
"55083","1","2019-07-04 17:13:36","1","15","<machine-learning><neural-network><optimization><gradient-descent><momentum>","0",""
"55084","1","2019-07-04 17:30:11","0","20","<dataframe>","0",""
"55085","1","2019-07-04 17:59:53","0","51","<python><pandas><finance>","1",""
"55087","1","2019-07-04 18:06:07","0","168","<machine-learning><visualization><matplotlib><kaggle><seaborn>","0",""
"55089","1","2019-07-04 18:59:56","0","253","<deep-learning><tensorflow><java><opencv>","0","1"
"55090","1","2019-07-04 19:11:56","1","871","<gan><generative-models>","1",""
"55091","1","2019-07-04 19:46:56","2","27","<deep-learning><time-series><rnn>","1",""
"55092","1","2019-07-04 20:07:38","0","164","<cnn><pytorch>","1",""
"55093","1","2019-07-04 20:50:52","0","26","<deep-learning><cross-validation>","1",""
"63449","1","2019-11-20 08:44:53","0","72","<machine-learning><neural-network><statistics><loss-function><probability>","0",""
"63454","1","2019-11-20 09:38:39","0","33","<machine-learning><neural-network><multiclass-classification><word-embeddings>","1",""
"63455","1","2019-11-20 10:05:57","1","58","<time-series><forecasting>","1",""
"63457","1","2019-11-20 10:21:28","0","13","<python><cross-validation><topic-model><lda><grid-search>","0",""
"63458","1","2019-11-20 10:21:49","0","18","<machine-learning><neural-network><deep-learning>","1","1"
"63459","1","2019-11-20 10:59:05","0","47","<word-embeddings><bert><spacy>","2",""
"63460","1","2019-11-20 11:05:31","1","312","<tensorflow><gpu><google><colab><nvidia>","1",""
"63461","1","2019-11-20 11:49:03","0","64","<deep-learning><cnn><image-recognition>","0",""
"63463","1","2019-11-20 12:18:21","1","31","<r>","2","1"
"63467","1","2019-11-20 13:30:23","0","141","<machine-learning><python><classification><scikit-learn><logistic-regression>","2",""
"63473","1","2019-11-20 15:00:58","1","20","<named-entity-recognition><tfidf>","0",""
"63476","1","2019-11-20 15:40:31","0","20","<python><neural-network><deep-learning><prediction><pytorch>","1",""
"63482","1","2019-11-20 17:08:35","5","73","<python><numpy><graphs><embeddings><representation>","0","1"
"63485","1","2019-11-20 17:51:23","0","48","<data-mining><correlation>","1",""
"63491","1","2019-11-20 20:22:23","0","40","<machine-learning><dataset><prediction><beginner>","1","1"
"63492","1","2019-11-20 21:05:31","0","10","<dataset><statistics><descriptive-statistics>","0",""
"63493","1","2019-11-20 21:12:41","1","145","<pytorch><image-preprocessing><data-augmentation><scipy>","1",""
"63496","1","2019-11-20 22:07:03","1","42","<text-mining><k-means><unsupervised-learning><topic-model><dbscan>","2",""
"63497","1","2019-11-20 22:12:25","0","102","<machine-learning><unsupervised-learning>","0",""
"63498","1","2019-11-20 22:25:11","0","110","<python><keras><r><cnn><convnet>","0",""
"58640","1","2019-09-04 02:23:29","0","41","<python><tensorflow><linux>","0",""
"58641","1","2019-09-04 03:05:53","2","62","<regression><decision-trees>","1",""
"58644","1","2019-09-04 05:57:26","3","89","<machine-learning><dataset><training><reference-request>","2","2"
"58649","1","2019-09-04 08:20:39","1","118","<python><deep-learning><keras><tensorflow>","1",""
"58652","1","2019-09-04 08:57:16","-1","16","<clustering><web-scrapping>","1",""
"58654","1","2019-09-04 09:00:23","1","109","<image-recognition><object-detection>","0","2"
"58656","1","2019-09-04 10:06:06","0","207","<machine-learning><python><hyperparameter><gridsearchcv><lightgbm>","1",""
"58659","1","2019-09-04 11:26:31","0","22","<keras><scikit-learn><tensorflow>","1",""
"58660","1","2019-09-04 11:28:24","0","94","<image-recognition>","0",""
"58661","1","2019-09-04 11:31:20","0","59","<nlp><information-retrieval>","1",""
"58662","1","2019-09-04 11:35:28","0","47","<machine-learning><python><multiclass-classification><multilabel-classification>","1",""
"58666","1","2019-09-04 12:56:23","0","62","<machine-learning><classification><anomaly-detection><c>","1",""
"58670","1","2019-09-04 13:46:13","0","168","<xgboost><parallel><processing>","1",""
"58672","1","2019-09-04 13:53:27","0","16","<machine-learning>","0",""
"58673","1","2019-09-04 14:00:18","1","73","<machine-learning><python><deep-learning>","1",""
"58677","1","2019-09-04 14:52:51","1","11","<neural-network><natural-language-process><language-model>","0",""
"58679","1","2019-09-04 15:32:18","0","30","<deep-learning><gradient-descent><weight-initialization>","0",""
"58681","1","2019-09-04 15:50:35","1","31","<data><data-cleaning><cross-validation>","1",""
"58682","1","2019-09-04 15:58:22","2","27","<neural-network>","0","3"
"58683","1","2019-09-04 16:14:35","3","49","<deep-learning><aws>","1",""
"63522","1","2019-11-21 08:05:20","1","42","<dataset><bigdata><beginner>","0",""
"63524","1","2019-11-21 08:42:37","2","52","<machine-learning><deep-learning><time-series><supervised-learning><generative-models>","1",""
"63526","1","2019-11-21 09:26:37","2","25","<python><jupyter><numerical>","1",""
"63529","1","2019-11-21 09:39:59","0","15","<python><ensemble-modeling><k-nn><multi-output>","0",""
"63531","1","2019-11-21 10:34:46","0","19","<neural-network><keras><cross-validation><optimization>","1",""
"63533","1","2019-11-21 11:02:03","2","28","<machine-learning><tensorflow><word-embeddings>","1",""
"63534","1","2019-11-21 11:06:00","0","32","<machine-learning><gridsearchcv><data-leakage>","0",""
"63536","1","2019-11-21 12:10:05","0","42","<machine-learning><python><scikit-learn><time-series><preprocessing>","0",""
"63538","1","2019-11-21 13:11:13","0","28","<python><time-series><pandas><numpy><interpolation>","1",""
"63540","1","2019-11-21 14:02:35","1","31","<machine-learning><python><keras><convnet><confusion-matrix>","1","1"
"63541","1","2019-11-21 14:28:19","2","37","<data-mining><data><bigdata>","1",""
"63544","1","2019-11-21 14:58:31","1","52","<regression><linear-regression>","3",""
"63545","1","2019-11-21 15:15:13","1","25","<machine-learning><optimization><unsupervised-learning><loss-function>","0",""
"63549","1","2019-11-21 15:28:26","2","9","<machine-learning><nlp><natural-language-process><nlg>","0","1"
"63552","1","2019-11-21 15:50:47","1","13","<python><nlp><text-mining><information-retrieval>","0",""
"63554","1","2019-11-21 16:19:05","0","630","<python><scikit-learn>","1",""
"63555","1","2019-11-21 16:59:51","1","43","<probability><class-imbalance><sampling><smote><probability-calibration>","1",""
"63556","1","2019-11-21 17:09:37","0","154","<pandas>","1",""
"63558","1","2019-11-21 17:31:50","3","68","<classification><regression><feature-selection><feature-engineering>","2","1"
"63563","1","2019-11-21 19:09:12","2","55","<classification><r><random-forest>","3",""
"63568","1","2019-11-22 00:52:00","0","11","<clustering>","1","1"
"51526","1","2019-05-07 06:46:51","2","140","<reference-request><etl>","1",""
"51530","1","2019-05-07 06:59:20","0","62","<clustering><k-means><features>","1",""
"51532","1","2019-05-07 07:32:40","1","21","<machine-learning><neural-network><deep-learning><keras>","0","1"
"51534","1","2019-05-07 09:06:59","0","23","<python><deep-learning><keras><feature-selection><overfitting>","0","0"
"51535","1","2019-05-07 09:11:31","0","14","<machine-learning><markov-hidden-model>","0",""
"51536","1","2019-05-07 09:30:35","0","234","<python><tensorflow>","1",""
"51537","1","2019-05-07 09:57:53","0","69","<machine-learning><classification><clustering>","1",""
"51538","1","2019-05-07 10:34:39","4","288","<python><keras><cnn>","1","2"
"51541","1","2019-05-07 11:31:31","0","12","<machine-learning><model-selection>","0",""
"51542","1","2019-05-07 12:17:01","0","18","<deep-learning><numpy><plotting><matplotlib><ipython>","0",""
"66759","1","2020-01-20 12:31:05","1","41","<classification><clustering><reinforcement-learning>","1",""
"66761","1","2020-01-20 12:50:01","0","13","<decision-trees><orange3>","0",""
"66762","1","2020-01-20 12:55:24","3","104","<python><optimization>","3",""
"66763","1","2020-01-20 12:56:33","2","29","<regression>","1",""
"66764","1","2020-01-20 13:15:15","1","52","<scikit-learn><regression><decision-trees>","1",""
"66767","1","2020-01-20 13:52:35","1","52","<python><time-series><dataset>","0",""
"66770","1","2020-01-20 14:33:01","0","34","<machine-learning><python><unsupervised-learning><anomaly-detection>","0",""
"66771","1","2020-01-20 14:42:27","0","15","<machine-learning><image-recognition><faster-rcnn>","0","1"
"66773","1","2020-01-20 15:30:20","0","22","<regression><statistics>","1",""
"66774","1","2020-01-20 16:50:04","1","37","<machine-learning><deep-learning><dataset><anomaly-detection>","1",""
"66779","1","2020-01-20 17:25:03","1","12","<overfitting><generalization><auc>","0",""
"66781","1","2020-01-20 18:20:18","2","48","<machine-learning><data-mining><dataset><data><data-cleaning>","1",""
"66783","1","2020-01-20 20:05:35","2","40","<python><logistic-regression>","0",""
"66786","1","2020-01-20 22:00:44","1","99","<natural-language-process><recurrent-neural-net><bert>","1","1"
"66787","1","2020-01-20 22:32:49","1","52","<python><explainable-ai>","1",""
"66790","1","2020-01-21 02:00:31","1","11","<nlp><tools><pipelines><corpus>","0",""
"66791","1","2020-01-21 03:18:35","1","32","<machine-learning><neural-network><lstm><rnn>","2",""
"66792","1","2020-01-21 03:40:54","2","19","<logistic-regression>","0",""
"66794","1","2020-01-21 05:14:06","2","43","<machine-learning><python><data-mining><clustering><unsupervised-learning>","1",""
"66796","1","2020-01-21 05:41:45","2","15","<reinforcement-learning><actor-critic><keras-rl><discounted-reward>","0",""
"66801","1","2020-01-21 07:50:29","5","414","<scikit-learn><feature-selection><random-forest>","2","1"
"66802","1","2020-01-21 08:26:03","2","67","<machine-learning><svm><cross-validation><dimensionality-reduction>","1","1"
"66810","1","2020-01-21 09:38:21","0","30","<keras><tensorflow><metric><finite-precision>","0",""
"66811","1","2020-01-21 09:47:55","0","40","<keras><lstm><rnn><gru>","1",""
"66812","1","2020-01-21 09:58:58","-1","68","<python><pandas><data-cleaning><dataframe>","1",""
"66816","1","2020-01-21 10:36:12","0","6","<data-wrangling><interpolation>","0",""
"66817","1","2020-01-21 10:39:58","4","140","<scikit-learn><predictive-modeling><prediction><predict>","1",""
"66820","1","2020-01-21 11:36:00","1","67","<dataset><recommender-system><software-recommendation>","1",""
"66824","1","2020-01-21 13:14:21","1","28","<random-forest><cross-validation><hyperparameter><hyperparameter-tuning>","0","1"
"66825","1","2020-01-21 13:19:59","0","74","<python><random-forest>","1",""
"66832","1","2020-01-21 14:27:09","2","33","<scoring>","0",""
"66833","1","2020-01-21 15:00:58","0","20","<python><tensorflow>","0",""
"66837","1","2020-01-21 15:28:38","0","48","<machine-learning>","1",""
"66839","1","2020-01-21 17:20:39","1","26","<machine-learning><dataset><machine-learning-model>","1",""
"66846","1","2020-01-21 19:59:41","2","19","<nlp>","1",""
"66848","1","2020-01-21 22:39:47","2","36","<deep-learning><nlp><word-embeddings><embeddings>","0",""
"66850","1","2020-01-22 00:09:23","1","32","<machine-learning><cnn><pytorch><image>","1",""
"46404","1","2019-02-28 14:12:28","2","553","<machine-learning><python><statistics><numpy><gaussian>","1","1"
"46407","1","2019-02-28 15:18:17","0","430","<deep-learning><convnet><batch-normalization>","2",""
"46412","1","2019-02-28 16:35:19","0","672","<python><visualization>","1",""
"46420","1","2019-02-28 19:38:26","3","666","<machine-learning><nlp><nltk>","2",""
"46422","1","2019-02-28 20:36:51","1","71","<python><keras><rnn>","0",""
"46425","1","2019-02-28 21:15:27","-1","450","<pandas><jupyter><matplotlib>","1",""
"46430","1","2019-02-28 22:32:38","1","78","<cross-validation>","1",""
"46434","1","2019-03-01 00:39:31","0","9440","<pandas><dataframe><difference>","1",""
"46435","1","2019-03-01 01:27:46","1","229","<machine-learning><neural-network><cnn><convolution><kernel>","1",""
"46437","1","2019-03-01 05:23:54","4","14929","<pandas><dataframe><excel><data.table>","3",""
"46438","1","2019-03-01 05:49:12","2","105","<machine-learning><deep-learning><time-series><dataset><reinforcement-learning>","1",""
"46439","1","2019-03-01 06:06:20","1","118","<categorical-data><data-analysis>","1",""
"46444","1","2019-03-01 07:08:00","2","1485","<machine-learning><scikit-learn><regression><decision-trees><linear-regression>","1",""
"46452","1","2019-03-01 09:01:14","0","81","<lstm><loss-function><epochs>","1",""
"46453","1","2019-03-01 09:02:19","2","74","<deep-learning><cnn>","0","1"
"46246","1","2019-02-26 09:29:12","2","49","<python><pandas>","1",""
"46247","1","2019-02-26 09:44:28","1","17","<machine-learning>","1","1"
"46249","1","2019-02-26 10:44:44","1","805","<classification><lstm><text-mining><rnn><named-entity-recognition>","2",""
"46251","1","2019-02-26 11:13:01","0","48","<python><scikit-learn><nlp>","1",""
"46252","1","2019-02-26 11:13:37","1","501","<python><neural-network><keras><regression>","1",""
"54865","1","2019-07-01 16:09:28","0","33","<deep-learning><lstm><multiclass-classification><hierarchical-data-format>","0",""
"54873","1","2019-07-01 19:58:09","5","902","<python><scikit-learn><unsupervised-learning><anomaly-detection><outlier>","1",""
"54876","1","2019-07-01 21:41:42","0","46","<keras>","0",""
"54877","1","2019-07-01 21:59:22","1","130","<machine-learning><neural-network><deep-learning><optimization><gradient-descent>","3","1"
"54878","1","2019-07-01 22:48:43","2","53","<anomaly-detection><outlier>","0",""
"54883","1","2019-07-02 05:17:32","0","33","<machine-learning><python><data-science-model><azure-ml>","0",""
"54885","1","2019-07-02 05:51:21","0","55","<machine-learning><statistics><data-science-model><feature-scaling><distribution>","1","0"
"54886","1","2019-07-02 05:54:38","0","51","<orange><opencv><orange3>","0",""
"54887","1","2019-07-02 06:39:48","1","29","<keras><computer-vision><image-preprocessing><inceptionresnetv2>","2","1"
"54888","1","2019-07-02 06:41:19","1","554","<deep-learning><tensorflow><bert>","1",""
"54889","1","2019-07-02 06:59:24","1","64","<python><forecasting>","0","1"
"54890","1","2019-07-02 07:18:18","0","921","<machine-learning><python><pandas><data-science-model><kaggle>","1",""
"54891","1","2019-07-02 07:25:03","2","137","<machine-learning><python><nlp><data-cleaning>","1",""
"54895","1","2019-07-02 08:36:09","0","12","<data-mining><association-rules><market-basket-analysis>","0",""
"54899","1","2019-07-02 10:02:17","1","56","<neural-network><keras><overfitting><regularization><dropout>","1",""
"54902","1","2019-07-02 10:50:14","1","30","<machine-learning><normalization>","1",""
"54904","1","2019-07-02 11:14:33","0","664","<python><scikit-learn><feature-extraction><tokenization>","3",""
"54905","1","2019-07-02 11:15:26","2","75","<machine-learning><time-series><anomaly-detection><autoencoder>","0",""
"54906","1","2019-07-02 11:27:51","2","79","<neural-network><nlp><word2vec><word-embeddings><bert>","0",""
"54907","1","2019-07-02 12:20:02","3","3320","<pytorch>","1","1"
"54908","1","2019-07-02 12:21:41","9","2641","<normalization>","3",""
"54914","1","2019-07-02 13:43:55","0","44","<statistics><visualization><data-analysis>","1",""
"54919","1","2019-07-02 15:26:38","0","12","<machine-learning>","0",""
"54920","1","2019-07-02 16:23:04","0","219","<machine-learning><python><neural-network><image-classification>","1",""
"54921","1","2019-07-02 16:30:10","1","46","<xgboost><evaluation>","0","0"
"54922","1","2019-07-02 16:43:04","4","551","<classification><scikit-learn><random-forest><unbalanced-classes><probability-calibration>","2","2"
"54923","1","2019-07-02 16:51:01","0","196","<statistics><visualization><data-science-model><matplotlib><seaborn>","1",""
"54924","1","2019-07-02 17:16:32","0","56","<pytorch>","0",""
"54927","1","2019-07-02 18:12:32","1","18","<classification><probability-calibration>","0","0"
"54928","1","2019-07-02 18:16:25","0","42","<keras><lstm><rnn><prediction>","1",""
"54931","1","2019-07-02 19:31:12","0","18","<machine-learning><reinforcement-learning>","0",""
"54932","1","2019-07-02 21:25:24","0","14","<machine-learning><deep-learning><natural-language-process>","0",""
"54933","1","2019-07-02 21:38:00","1","38","<classification><unbalanced-classes><smote>","1",""
"54935","1","2019-07-02 22:09:32","1","32","<machine-learning><svm><logistic-regression>","0","0"
"54936","1","2019-07-02 22:24:49","-1","34","<clustering>","2","0"
"54937","1","2019-07-02 22:34:47","2","25","<predictive-modeling><xgboost><prediction><evaluation>","1",""
"54939","1","2019-07-02 23:06:35","1","62","<preprocessing><normalization><markov-hidden-model><expectation-maximization>","0",""
"54942","1","2019-07-03 01:37:43","1","58","<machine-learning><regression>","0",""
"54943","1","2019-07-03 01:43:23","0","107","<scikit-learn><nltk>","1",""
"54946","1","2019-07-03 03:03:01","1","45","<recommender-system><distance><k-nn>","2",""
"54947","1","2019-07-03 03:14:57","2","887","<data-mining><data-cleaning><data-science-model>","1","1"
"54950","1","2019-07-03 03:20:51","0","86","<predictive-modeling><linear-regression><prediction>","1",""
"63571","1","2019-11-22 03:00:42","0","35","<keras><tensorflow>","1",""
"63573","1","2019-11-22 04:29:10","1","31","<machine-learning><unbalanced-classes><smote>","1",""
"55095","1","2019-07-04 21:13:57","1","352","<computer-vision><gan><generative-models>","1",""
"55096","1","2019-07-04 21:20:31","1","59","<python>","0",""
"55099","1","2019-07-04 22:02:16","2","97","<neural-network><backpropagation><notation>","1","1"
"55100","1","2019-07-04 22:28:05","0","37","<time-series><linear-regression><prediction>","0",""
"55103","1","2019-07-05 00:39:45","1","106","<keras><image-classification><data-augmentation><image-preprocessing>","2",""
"55105","1","2019-07-05 01:35:08","0","61","<autoencoder><pytorch><features>","0",""
"55108","1","2019-07-05 02:48:35","1","43","<neural-network><deep-learning>","0",""
"55112","1","2019-07-05 05:58:53","0","70","<neural-network><deep-learning><lstm><stacked-lstm>","1","1"
"55115","1","2019-07-05 07:16:29","0","29","<natural-language-process><topic-model><aws>","0",""
"55116","1","2019-07-05 07:27:45","0","156","<machine-learning><deep-learning><mnist>","2",""
"55117","1","2019-07-05 07:31:02","1","26","<gradient-descent><pytorch>","1",""
"55118","1","2019-07-05 08:07:18","2","61","<machine-learning>","1",""
"55119","1","2019-07-05 08:21:24","0","411","<machine-learning><python><pandas><feature-engineering><kaggle>","1",""
"55121","1","2019-07-05 08:31:19","1","184","<machine-learning><gan><generative-models>","2",""
"55125","1","2019-07-05 08:54:51","2","106","<machine-learning><python><similarity><correlation>","2",""
"55128","1","2019-07-05 09:23:38","2","77","<boosting>","2","1"
"55130","1","2019-07-05 10:19:01","0","121","<machine-learning><lstm><data-cleaning><rnn>","0",""
"55131","1","2019-07-05 10:36:55","0","127","<deep-learning><classification><regression>","1",""
"55133","1","2019-07-05 11:32:26","0","20","<machine-learning><python><time-series><pandas><forecasting>","0",""
"55134","1","2019-07-05 11:33:57","0","52","<neural-network><deep-learning><keras><cnn>","2",""
"55139","1","2019-07-05 12:55:55","1","68","<data-cleaning><smote><noise>","1",""
"55140","1","2019-07-05 13:06:41","1","34","<machine-learning><statistics><optimization>","1","1"
"55144","1","2019-07-05 15:19:12","0","62","<machine-learning><scikit-learn><regression>","1",""
"55146","1","2019-07-05 15:53:43","0","170","<machine-learning><regression><preprocessing><imbalanced-learn>","1",""
"55147","1","2019-07-05 16:50:40","0","140","<python><scikit-learn>","2",""
"55151","1","2019-07-05 18:12:45","10","653","<deep-learning><pytorch><backpropagation>","1","3"
"55156","1","2019-07-05 21:01:59","1","18","<machine-learning><neural-network><deep-learning><gan>","0",""
"55157","1","2019-07-05 21:16:15","2","35","<neural-network><training><beginner><perceptron><convergence>","0",""
"55158","1","2019-07-05 21:26:40","1","39","<python><tensorflow><logistic-regression><loss-function><convergence>","0",""
"55159","1","2019-07-05 21:58:49","2","24","<machine-learning><machine-learning-model>","1","1"
"55161","1","2019-07-05 23:12:12","0","335","<machine-learning><python><classification>","1",""
"55162","1","2019-07-06 01:54:40","1","43","<feature-extraction><pca><dimensionality-reduction>","1",""
"55163","1","2019-07-06 02:29:42","0","46","<machine-learning><python><pandas><feature-engineering><kaggle>","1","1"
"55164","1","2019-07-06 02:31:45","3","2215","<machine-learning><python><neural-network>","3","1"
"55166","1","2019-07-06 03:31:01","-1","47","<r>","1",""
"51615","1","2019-05-08 13:17:04","4","505","<machine-learning><feature-selection><decision-trees>","1","1"
"51616","1","2019-05-08 14:03:44","0","23","<machine-learning><logistic-regression><java>","0",""
"51617","1","2019-05-08 14:20:10","0","46","<cnn><activation-function>","0",""
"51620","1","2019-05-08 15:21:20","0","160","<machine-learning>","3",""
"51621","1","2019-05-08 16:32:01","0","26","<machine-learning><python><pandas><multiclass-classification>","2",""
"51626","1","2019-05-08 17:28:16","0","14","<dataset><training><fastai>","0",""
"51632","1","2019-05-08 19:42:05","0","81","<data><automatic-summarization><spss>","1",""
"51638","1","2019-05-08 22:14:31","0","51","<machine-learning><nlp>","1",""
"51640","1","2019-05-08 23:59:20","0","56","<machine-learning><lstm><rnn><data-science-model>","0",""
"51643","1","2019-05-09 01:18:43","0","17","<machine-learning><reinforcement-learning><algorithms><q-learning>","0",""
"51645","1","2019-05-09 01:51:13","0","16","<deep-learning><monte-carlo><mcmc>","0",""
"51646","1","2019-05-09 04:00:26","3","68","<machine-learning><python><r><boosting>","1","1"
"51647","1","2019-05-09 05:17:20","5","124","<math><simulation><monte-carlo>","1",""
"51648","1","2019-05-09 05:35:08","0","45","<clustering><algorithms>","1",""
"51649","1","2019-05-09 05:45:58","1","47","<machine-learning><machine-learning-model><distance><metric>","0","1"
"51650","1","2019-05-09 05:53:37","0","30","<machine-learning>","0",""
"51422","1","2019-05-05 09:21:05","0","35","<machine-learning><svm>","1",""
"51425","1","2019-05-05 11:40:53","1","23","<machine-learning><neural-network><linear-regression>","1","0"
"51429","1","2019-05-05 12:24:56","1","836","<python><deep-learning><keras><cnn><computer-vision>","1",""
"51430","1","2019-05-05 12:34:36","1","62","<deep-learning><reinforcement-learning><loss-function><q-learning>","0",""
"51431","1","2019-05-05 12:46:04","1","102","<machine-learning><neural-network><deep-learning><hardware>","1",""
"51436","1","2019-05-05 13:40:51","0","1128","<python><statistics><probability><scipy>","1",""
"51437","1","2019-05-05 14:27:38","0","85","<keras><nlp><lstm><word-embeddings>","0",""
"51440","1","2019-05-05 16:50:19","0","14","<machine-learning><decision-trees><data-science-model>","0",""
"51441","1","2019-05-05 17:01:01","0","21","<machine-learning><svm>","0",""
"51443","1","2019-05-05 17:18:03","1","71","<keras><machine-learning-model>","1",""
"51444","1","2019-05-05 17:39:44","3","65","<scikit-learn><transformer>","2",""
"51449","1","2019-05-05 18:12:07","0","53","<logistic-regression><autoencoder><class-imbalance>","0",""
"51450","1","2019-05-05 18:20:00","1","184","<time-series><lstm><rnn><recurrent-neural-net><forecasting>","0","1"
"51451","1","2019-05-05 18:29:18","3","59","<time-series><data><data-wrangling>","1","1"
"51452","1","2019-05-05 19:59:19","1","314","<python><convolution><pytorch>","1",""
"51453","1","2019-05-05 22:37:07","0","122","<svm><hinge-loss>","1",""
"51456","1","2019-05-06 01:11:01","2","101","<classification><lstm><feature-selection><feature-extraction><machine-learning-model>","1","1"
"51457","1","2019-05-06 01:12:08","1","67","<python>","1",""
"66858","1","2020-01-22 07:18:47","-1","40","<python><pandas><dataframe><python-3.x>","2",""
"66865","1","2020-01-22 09:22:34","0","24","<machine-learning><neural-network><backpropagation>","0",""
"66866","1","2020-01-22 10:17:04","0","22","<machine-learning><nlp><data-mining><dataset><training>","1","1"
"66867","1","2020-01-22 10:50:37","0","36","<neural-network><anomaly-detection><autoencoder>","0",""
"66869","1","2020-01-22 11:05:33","1","29","<keras><scikit-learn><cnn><class-imbalance>","0",""
"66870","1","2020-01-22 11:23:58","1","15","<scikit-learn><unsupervised-learning><anomaly-detection><csv>","0",""
"66872","1","2020-01-22 11:35:23","0","13","<computer-vision><3d-reconstruction>","0",""
"66875","1","2020-01-22 13:34:30","0","21","<machine-learning><keras><nlp>","0",""
"66876","1","2020-01-22 13:57:45","1","55","<time-series><model-selection>","2","1"
"66878","1","2020-01-22 14:08:31","0","99","<tensorflow><loss-function><autoencoder>","0",""
"66880","1","2020-01-22 15:01:31","0","25","<jupyter>","1",""
"66881","1","2020-01-22 15:09:35","0","13","<tensorflow><cnn><feature-selection><feature-extraction>","0",""
"66882","1","2020-01-22 15:15:33","0","21","<machine-learning><statistics><scoring>","0",""
"66883","1","2020-01-22 15:55:24","1","18","<nlp><gensim>","0",""
"66887","1","2020-01-22 16:56:27","0","12","<training><error-handling>","0",""
"66889","1","2020-01-22 17:18:18","2","22","<machine-learning><data><data-science-model>","1",""
"66891","1","2020-01-22 17:53:44","3","46","<machine-learning><random-forest><decision-trees><cart>","1",""
"66892","1","2020-01-22 18:19:26","2","94","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","2",""
"66893","1","2020-01-22 19:09:34","1","33","<machine-learning><feature-selection><feature-extraction>","1",""
"66899","1","2020-01-22 20:30:15","2","23","<machine-learning><neural-network><pytorch><dimensionality-reduction><encoding>","1",""
"66901","1","2020-01-22 21:06:15","1","29","<regression>","1",""
"66902","1","2020-01-22 21:35:30","2","31","<lightgbm>","0",""
"66903","1","2020-01-22 21:52:06","1","18","<neural-network><rnn><recurrent-neural-net><generative-models><text-generation>","0",""
"66905","1","2020-01-22 22:14:25","3","51","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","1",""
"66907","1","2020-01-22 22:51:34","1","32","<random-forest><anomaly-detection><outlier>","1",""
"66912","1","2020-01-23 05:39:27","1","79","<neural-network><deep-learning><keras><tensorflow>","0",""
"66913","1","2020-01-23 06:05:27","9","406","<neural-network><deep-learning><nlp><attention-mechanism>","2","2"
"46760","1","2019-03-06 08:04:13","2","48","<machine-learning><machine-learning-model><model-selection>","1",""
"46762","1","2019-03-06 08:21:47","0","84","<machine-learning><regression><azure-ml>","1",""
"46763","1","2019-03-06 08:39:19","2","853","<python><preprocessing>","1",""
"46765","1","2019-03-06 08:49:11","1","38","<time-series><recurrent-neural-net>","1",""
"46768","1","2019-03-06 09:38:52","1","21","<machine-learning><reinforcement-learning>","0","1"
"55054","1","2019-07-04 13:32:11","0","251","<python><keras>","1",""
"58817","1","2019-09-07 08:29:12","1","25","<machine-learning><cross-validation><evaluation>","1",""
"58818","1","2019-09-07 08:59:06","0","15","<text-mining><recommender-system>","0",""
"58822","1","2019-09-07 10:30:06","2","453","<machine-learning><confusion-matrix><mathematics>","2",""
"58825","1","2019-09-07 11:10:12","1","26","<python><scikit-learn>","1",""
"58829","1","2019-09-07 14:00:09","0","27","<scikit-learn>","1",""
"58830","1","2019-09-07 15:00:38","3","149","<python><deep-learning><classification><supervised-learning><audio-recognition>","2",""
"58832","1","2019-09-07 16:10:33","1","23","<data><reference-request><history>","1",""
"58833","1","2019-09-07 16:12:28","0","29","<optimization><reference-request><parameter-estimation><image><finetuning>","0",""
"58834","1","2019-09-07 16:16:36","0","14","<machine-learning><overfitting>","0",""
"58837","1","2019-09-07 18:20:15","0","42","<keras><recurrent-neural-net>","0",""
